time,q1_deg,q2_deg,q1_dot,q2_dot,q1_des_deg,q2_des_deg,q1_dot_des,q2_dot_des,tau1,tau2,err1_deg,err2_deg
1.810000,-48.664022,102.651578,-0.2465215709,-0.0095505836,-51.094589,104.698421,-0.2371353956,-0.0164585513,-0.9617963545,0.6119488553,-2.430567,2.046843
1.820000,-48.799291,102.646495,-0.2360874929,-0.0088716631,-51.227244,104.689214,-0.2258957709,-0.0156784571,-0.9558685742,0.6111085617,-2.427954,2.042719
1.830000,-48.928504,102.641803,-0.2255197674,-0.0081895720,-51.353420,104.680457,-0.2145182366,-0.0148887912,-0.9497374164,0.6103155750,-2.424916,2.038654
1.840000,-49.051586,102.637503,-0.2148183506,-0.0075043059,-51.473038,104.672155,-0.2030027929,-0.0140895536,-0.9434021323,0.6095710275,-2.421452,2.034652
1.850000,-49.168460,102.633598,-0.2039832025,-0.0068158575,-51.586018,104.664313,-0.1913494396,-0.0132807443,-0.9368619586,0.6088760354,-2.417558,2.030715
1.860000,-49.279049,102.630089,-0.1930142876,-0.0061242160,-51.692282,104.656938,-0.1795581768,-0.0124623633,-0.9301161146,0.6082316986,-2.413233,2.026849
1.870000,-49.383276,102.626978,-0.1819115746,-0.0054293672,-51.791750,104.650034,-0.1676290046,-0.0116344106,-0.9231638014,0.6076390994,-2.408474,2.023056
1.880000,-49.481066,102.624267,-0.1706750366,-0.0047312939,-51.884344,104.643608,-0.1555619228,-0.0107968862,-0.9160041992,0.6070993019,-2.403278,2.019340
1.890000,-49.572341,102.621958,-0.1593046516,-0.0040299752,-51.969985,104.637664,-0.1433569315,-0.0099497901,-0.9086364661,0.6066133513,-2.397644,2.015705
1.900000,-49.657024,102.620053,-0.1478004020,-0.0033253868,-52.048593,104.632208,-0.1310140307,-0.0090931222,-0.9010597357,0.6061822728,-2.391569,2.012155
1.910000,-49.735039,102.618553,-0.1361622754,-0.0026175011,-52.120089,104.627246,-0.1185332204,-0.0082268827,-0.8932731157,0.6058070712,-2.385050,2.008692
1.920000,-49.806310,102.617461,-0.1243902642,-0.0019062868,-52.184395,104.622782,-0.1059145006,-0.0073510715,-0.8852756855,0.6054887294,-2.378086,2.005321
1.930000,-49.870758,102.616778,-0.1124843659,-0.0011917090,-52.241432,104.618824,-0.0931578713,-0.0064656885,-0.8770664946,0.6052282084,-2.370674,2.002045
1.940000,-49.928309,102.616507,-0.1004445832,-0.0004737293,-52.291120,104.615375,-0.0802633325,-0.0055707338,-0.8686445607,0.6050264455,-2.362811,1.998868
1.950000,-49.978884,102.616649,-0.0882709241,0.0002476944,-52.333381,104.612442,-0.0672308842,-0.0046662075,-0.8600088675,0.6048843542,-2.354496,1.995793
1.960000,-50.022408,102.617206,-0.0759634022,0.0009726080,-52.368135,104.610030,-0.0540605264,-0.0037521094,-0.8511583630,0.6048028228,-2.345726,1.992824
1.970000,-50.058804,102.618181,-0.0635220364,0.0017010612,-52.395303,104.608144,-0.0407522590,-0.0028284396,-0.8420919576,0.6047827137,-2.336499,1.989963
1.980000,-50.087994,102.619575,-0.0509468513,0.0024331073,-52.414807,104.606791,-0.0273060822,-0.0018951981,-0.8328085218,0.6048248623,-2.326813,1.987216
1.990000,-50.109903,102.621390,-0.0382378773,0.0031688040,-52.426567,104.605974,-0.0137219958,-0.0009523849,-0.8233068849,0.6049300762,-2.316665,1.984584
2.000000,-50.124453,102.623630,-0.0253951505,0.0039082124,-52.430505,104.605701,0.0000000000,0.0000000000,-0.8135858322,0.6050991339,-2.306052,1.982071
