time,q1_deg,q2_deg,q1_dot,q2_dot,q1_des_deg,q2_des_deg,q1_dot_des,q2_dot_des,tau1,tau2,err1_deg,err2_deg
1.740000,-49.625157,104.793825,-0.3423808687,-0.0232608272,-49.991218,104.775001,-0.3119513026,-0.0216512027,-1.0419238577,0.6169574754,-0.366061,-0.018824
1.750000,-49.815661,104.780894,-0.3324921665,-0.0225684956,-50.167016,104.762800,-0.3016770444,-0.0209381104,-1.0372559213,0.6157551885,-0.351356,-0.018094
1.760000,-50.000420,104.768366,-0.3224655320,-0.0218665915,-50.336888,104.751010,-0.2912648767,-0.0202154465,-1.0323862330,0.6145944534,-0.336468,-0.017356
1.770000,-50.179355,104.756245,-0.3123009661,-0.0211551148,-50.500755,104.739637,-0.2807147995,-0.0194832109,-1.0273142108,0.6134766088,-0.321400,-0.016608
1.780000,-50.352388,104.744537,-0.3019984699,-0.0204340656,-50.658538,104.728686,-0.2700268128,-0.0187414035,-1.0220392653,0.6124029807,-0.306150,-0.015851
1.790000,-50.519438,104.733247,-0.2915580440,-0.0197034440,-50.810157,104.718162,-0.2592009166,-0.0179900245,-1.0165607983,0.6113748815,-0.290719,-0.015085
1.800000,-50.680428,104.722382,-0.2809796894,-0.0189632498,-50.955534,104.708072,-0.2482371108,-0.0172290737,-1.0108782008,0.6103936094,-0.275106,-0.014310
1.810000,-50.835277,104.711947,-0.2702634068,-0.0182134833,-51.094589,104.698421,-0.2371353956,-0.0164585513,-1.0049908507,0.6094604474,-0.259312,-0.013526
1.820000,-50.983908,104.701946,-0.2594091970,-0.0174541443,-51.227244,104.689214,-0.2258957709,-0.0156784571,-0.9988981109,0.6085766625,-0.243337,-0.012732
1.830000,-51.126240,104.692386,-0.2484170606,-0.0166852330,-51.353420,104.680457,-0.2145182366,-0.0148887912,-0.9925993276,0.6077435051,-0.227180,-0.011929
1.840000,-51.262196,104.683272,-0.2372869985,-0.0159067493,-51.473038,104.672155,-0.2030027929,-0.0140895536,-0.9860938276,0.6069622075,-0.210842,-0.011118
1.850000,-51.391695,104.674610,-0.2260190112,-0.0151186933,-51.586018,104.664313,-0.1913494396,-0.0132807443,-0.9793809168,0.6062339838,-0.194323,-0.010297
1.860000,-51.514659,104.666405,-0.2146130993,-0.0143210650,-51.692282,104.656938,-0.1795581768,-0.0124623633,-0.9724598779,0.6055600283,-0.177623,-0.009467
1.870000,-51.631009,104.658662,-0.2030692636,-0.0135138645,-51.791750,104.650034,-0.1676290046,-0.0116344106,-0.9653299679,0.6049415154,-0.160741,-0.008628
1.880000,-51.740666,104.651387,-0.1913875046,-0.0126970917,-51.884344,104.643608,-0.1555619228,-0.0107968862,-0.9579904167,0.6043795980,-0.143678,-0.007779
1.890000,-51.843551,104.644585,-0.1795678228,-0.0118707467,-51.969985,104.637664,-0.1433569315,-0.0099497901,-0.9504404244,0.6038754069,-0.126434,-0.006922
1.900000,-51.939585,104.638263,-0.1676102188,-0.0110348295,-52.048593,104.632208,-0.1310140307,-0.0090931222,-0.9426791591,0.6034300500,-0.109008,-0.006055
1.910000,-52.028688,104.632425,-0.1555146931,-0.0101893401,-52.120089,104.627246,-0.1185332204,-0.0082268827,-0.9347057551,0.6030446108,-0.091401,-0.005179
1.920000,-52.110782,104.627077,-0.1432812462,-0.0093342785,-52.184395,104.622782,-0.1059145006,-0.0073510715,-0.9265193106,0.6027201484,-0.073613,-0.004294
1.930000,-52.185788,104.622224,-0.1309098785,-0.0084696448,-52.241432,104.618824,-0.0931578713,-0.0064656885,-0.9181188852,0.6024576954,-0.055644,-0.003400
1.940000,-52.253627,104.617872,-0.1184005907,-0.0075954389,-52.291120,104.615375,-0.0802633325,-0.0055707338,-0.9095034980,0.6022582580,-0.037494,-0.002497
1.950000,-52.314219,104.614027,-0.1057533829,-0.0067116610,-52.333381,104.612442,-0.0672308842,-0.0046662075,-0.9006721253,0.6021228141,-0.019162,-0.001585
1.960000,-52.367486,104.610693,-0.0929682558,-0.0058183109,-52.368135,104.610030,-0.0540605264,-0.0037521094,-0.8916236986,0.6020523127,-0.000649,-0.000663
1.970000,-52.413348,104.607877,-0.0800452096,-0.0049153888,-52.395303,104.608144,-0.0407522590,-0.0028284396,-0.8823571020,0.6020476729,0.018045,0.000268
1.980000,-52.451727,104.605583,-0.0669842449,-0.0040028946,-52.414807,104.606791,-0.0273060822,-0.0018951981,-0.8728711702,0.6021097824,0.036920,0.001207
1.990000,-52.482544,104.603818,-0.0537853619,-0.0030808283,-52.426567,104.605974,-0.0137219958,-0.0009523849,-0.8631646864,0.6022394970,0.055977,0.002156
2.000000,-52.505719,104.602587,-0.0404485610,-0.0021491900,-52.430505,104.605701,0.0000000000,0.0000000000,-0.8532363801,0.6024376389,0.075214,0.003114
